subset,slide_id,patch_id,biological_class,medical_center
ID,case_030,regr_tu.786,REGR_TU,VALSET2_WNS
ID,case_030,regr_tu.791,REGR_TU,VALSET2_WNS
ID,case_030,regr_tu.810,REGR_TU,VALSET2_WNS
ID,case_030,regr_tu.811,REGR_TU,VALSET2_WNS
ID,case_030,regr_tu.814,REGR_TU,VALSET2_WNS
ID,case_030,regr_tu.817,REGR_TU,VALSET2_WNS
ID,case_030,regr_tu.819,REGR_TU,VALSET2_WNS
ID,case_030,regr_tu.843,REGR_TU,VALSET2_WNS
ID,case_030,regr_tu.851,REGR_TU,VALSET2_WNS
ID,case_030,regr_tu.871,REGR_TU,VALSET2_WNS
ID,case_030,regr_tu.875,REGR_TU,VALSET2_WNS
ID,case_030,regr_tu.898,REGR_TU,VALSET2_WNS
ID,case_030,regr_tu.907,REGR_TU,VALSET2_WNS
ID,case_030,regr_tu.931,REGR_TU,VALSET2_WNS
ID,case_030,regr_tu.932,REGR_TU,VALSET2_WNS
ID,case_030,regr_tu.935,REGR_TU,VALSET2_WNS
ID,case_030,regr_tu.970,REGR_TU,VALSET2_WNS
ID,case_030,regr_tu.989,REGR_TU,VALSET2_WNS
ID,case_024,advent.293,ADVENT,VALSET2_WNS
ID,case_024,advent.302,ADVENT,VALSET2_WNS
ID,case_024,advent.304,ADVENT,VALSET2_WNS
ID,case_024,advent.309,ADVENT,VALSET2_WNS
ID,case_024,advent.311,ADVENT,VALSET2_WNS
ID,case_024,advent.312,ADVENT,VALSET2_WNS
ID,case_024,advent.313,ADVENT,VALSET2_WNS
ID,case_024,advent.314,ADVENT,VALSET2_WNS
ID,case_024,advent.317,ADVENT,VALSET2_WNS
ID,case_024,advent.321,ADVENT,VALSET2_WNS
ID,case_024,advent.323,ADVENT,VALSET2_WNS
ID,case_024,advent.325,ADVENT,VALSET2_WNS
ID,case_024,advent.328,ADVENT,VALSET2_WNS
ID,case_024,advent.331,ADVENT,VALSET2_WNS
ID,case_024,advent.334,ADVENT,VALSET2_WNS
ID,case_024,advent.346,ADVENT,VALSET2_WNS
ID,case_024,advent.347,ADVENT,VALSET2_WNS
ID,case_024,advent.348,ADVENT,VALSET2_WNS
ID,case_024,advent.352,ADVENT,VALSET2_WNS
ID,case_024,advent.353,ADVENT,VALSET2_WNS
ID,case_024,advent.360,ADVENT,VALSET2_WNS
ID,case_024,advent.364,ADVENT,VALSET2_WNS
ID,case_024,advent.365,ADVENT,VALSET2_WNS
ID,case_024,advent.367,ADVENT,VALSET2_WNS
ID,case_024,advent.369,ADVENT,VALSET2_WNS
ID,case_024,advent.374,ADVENT,VALSET2_WNS
ID,case_024,advent.375,ADVENT,VALSET2_WNS
ID,case_024,advent.377,ADVENT,VALSET2_WNS
ID,case_024,advent.378,ADVENT,VALSET2_WNS
ID,case_024,advent.380,ADVENT,VALSET2_WNS
ID,case_024,advent.381,ADVENT,VALSET2_WNS
ID,case_024,advent.389,ADVENT,VALSET2_WNS
ID,case_024,advent.396,ADVENT,VALSET2_WNS
ID,case_024,advent.397,ADVENT,VALSET2_WNS
ID,case_024,advent.399,ADVENT,VALSET2_WNS
ID,case_024,advent.407,ADVENT,VALSET2_WNS
ID,case_024,advent.410,ADVENT,VALSET2_WNS
ID,case_024,advent.412,ADVENT,VALSET2_WNS
ID,case_024,advent.413,ADVENT,VALSET2_WNS
ID,case_024,advent.414,ADVENT,VALSET2_WNS
ID,case_024,advent.417,ADVENT,VALSET2_WNS
ID,case_024,advent.421,ADVENT,VALSET2_WNS
ID,case_024,advent.430,ADVENT,VALSET2_WNS
ID,case_024,advent.439,ADVENT,VALSET2_WNS
ID,case_024,advent.445,ADVENT,VALSET2_WNS
ID,case_024,advent.448,ADVENT,VALSET2_WNS
ID,case_024,advent.451,ADVENT,VALSET2_WNS
ID,case_024,advent.454,ADVENT,VALSET2_WNS
ID,case_024,advent.463,ADVENT,VALSET2_WNS
ID,case_024,advent.468,ADVENT,VALSET2_WNS
ID,case_024,advent.471,ADVENT,VALSET2_WNS
ID,case_024,advent.473,ADVENT,VALSET2_WNS
ID,case_024,advent.476,ADVENT,VALSET2_WNS
ID,case_024,advent.479,ADVENT,VALSET2_WNS
ID,case_024,advent.482,ADVENT,VALSET2_WNS
ID,case_024,advent.490,ADVENT,VALSET2_WNS
ID,case_024,advent.495,ADVENT,VALSET2_WNS
ID,case_024,advent.497,ADVENT,VALSET2_WNS
ID,case_024,advent.499,ADVENT,VALSET2_WNS
ID,case_024,advent.507,ADVENT,VALSET2_WNS
ID,case_024,advent.508,ADVENT,VALSET2_WNS
ID,case_024,advent.518,ADVENT,VALSET2_WNS
ID,case_024,advent.520,ADVENT,VALSET2_WNS
ID,case_024,advent.527,ADVENT,VALSET2_WNS
ID,case_024,advent.534,ADVENT,VALSET2_WNS
ID,case_024,advent.537,ADVENT,VALSET2_WNS
ID,case_024,advent.538,ADVENT,VALSET2_WNS
ID,case_024,advent.539,ADVENT,VALSET2_WNS
ID,case_024,advent.541,ADVENT,VALSET2_WNS
ID,case_024,advent.542,ADVENT,VALSET2_WNS
ID,case_024,advent.547,ADVENT,VALSET2_WNS
ID,case_024,advent.548,ADVENT,VALSET2_WNS
ID,case_024,advent.553,ADVENT,VALSET2_WNS
ID,case_024,advent.554,ADVENT,VALSET2_WNS
ID,case_024,advent.555,ADVENT,VALSET2_WNS
ID,case_024,advent.556,ADVENT,VALSET2_WNS
ID,case_024,advent.560,ADVENT,VALSET2_WNS
ID,case_024,advent.563,ADVENT,VALSET2_WNS
ID,case_024,advent.565,ADVENT,VALSET2_WNS
ID,case_024,advent.566,ADVENT,VALSET2_WNS
ID,case_024,advent.567,ADVENT,VALSET2_WNS
ID,case_024,advent.571,ADVENT,VALSET2_WNS
ID,case_024,advent.572,ADVENT,VALSET2_WNS
ID,case_024,advent.575,ADVENT,VALSET2_WNS
ID,case_024,advent.577,ADVENT,VALSET2_WNS
ID,case_024,advent.584,ADVENT,VALSET2_WNS
ID,case_024,advent.591,ADVENT,VALSET2_WNS
ID,case_024,advent.592,ADVENT,VALSET2_WNS
ID,case_024,advent.595,ADVENT,VALSET2_WNS
ID,case_024,advent.598,ADVENT,VALSET2_WNS
ID,case_024,advent.604,ADVENT,VALSET2_WNS
ID,case_024,advent.608,ADVENT,VALSET2_WNS
ID,case_024,advent.610,ADVENT,VALSET2_WNS
ID,case_024,advent.619,ADVENT,VALSET2_WNS
ID,case_024,advent.625,ADVENT,VALSET2_WNS
ID,case_024,advent.626,ADVENT,VALSET2_WNS
ID,case_024,advent.629,ADVENT,VALSET2_WNS
ID,case_024,advent.630,ADVENT,VALSET2_WNS
ID,case_024,advent.641,ADVENT,VALSET2_WNS
ID,case_024,advent.643,ADVENT,VALSET2_WNS
ID,case_024,regr_tu.1440,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1443,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1445,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1449,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1450,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1451,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1470,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1476,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1477,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1482,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1493,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1496,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1498,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1499,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1504,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1509,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1510,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1513,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1525,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1526,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1527,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1528,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1531,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1538,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1550,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1551,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1558,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1559,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1568,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1570,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1574,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1575,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1576,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1580,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1583,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1585,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1586,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1609,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1611,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1612,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1614,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1620,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1630,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1633,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1637,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1641,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1643,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1652,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1656,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1657,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1661,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1664,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1667,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1672,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1675,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1677,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1705,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1718,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1721,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1726,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1737,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1758,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1762,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1768,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1769,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1772,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1773,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1781,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1783,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1789,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1794,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1795,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1798,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1802,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1807,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1811,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1813,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1828,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1831,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1840,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1841,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1843,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1846,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1847,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1848,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1849,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1851,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1858,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1863,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1864,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1881,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1883,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1884,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1893,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1894,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1900,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1908,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1913,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1914,REGR_TU,VALSET2_WNS
ID,case_024,regr_tu.1928,REGR_TU,VALSET2_WNS
ID,case_024,sh_mag.1005,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1021,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1023,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1036,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1062,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1079,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1147,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1153,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1180,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1184,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1203,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1245,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1312,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1349,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1357,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1386,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1387,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1399,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1401,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1408,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1437,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1463,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1465,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1474,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1477,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1500,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1503,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1506,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1545,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1568,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1592,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1604,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1622,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1624,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1634,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1641,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1650,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1654,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1667,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1685,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1699,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1727,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1739,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1749,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1764,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1772,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1791,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1799,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1820,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1831,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1852,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1853,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1888,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1927,SH_MAG,VALSET2_WNS
ID,case_024,sh_mag.1939,SH_MAG,VALSET2_WNS
